"course_name","course_rating","course_provider","course_review_num","course_terms"
"The Perfect Butt: Bootylicious Results Guaranteed",9,"Udemy","2","the perfect butt bootylici result guarante"
"Intro to Brainstorming & Creative Thinking",9,"Udemy","2","intro to brainstorm creativ think"
"Intro Algebra Review",9,"Udacity","2","intro algebra review"
"Options Foundation - Time Decay, Implied Volatility, Greeks",9,"Udemy","2","option foundat time decay impli volatil greek"
"HTML5 Mobile Game Development with Phaser",9,"Udemy","2","html mobil game develop with phaser"
"Poetry in America: Nature and Nation, 1700-1850",9,"edX","2","poetri in america natur and nation"
"How To Make $10K/Month With Simple Affiliate Sites!",9,"Udemy","2","how to make k month with simpl affili site"
"Learn Google SketchUp from Scratch",9,"Udemy","2","learn googl sketchup from scratch"
"Modelado de animales con fondant",9,"Udemy","2","modelado de animal con fondant"
"Internet History, Technology, and Security",9,"Coursera","2","internet histori technolog and secur"
"Parabol Konu Anlatımı",9,"Udemy","2","parabol konu anlatımı"
"Become Awesome in Core JAVA - for Absolute Beginners",9,"Udemy","2","becom awesom in core java for absolut beginn"
"Cluster Analysis –Motivation, Theory & Practical Application",9,"Udemy","2","cluster analysi motiv theori practic applic"
"SAP Web Dynpro for ABAP - The Learning Guide",9,"Udemy","2","sap web dynpro for abap the learn guid"
"Learn PHP and MySQL for Beginners",9,"Udemy","2","learn php and mysql for beginn"
"Philosophy 176: Death with Shelly Kagan",9,"Udemy","2","philosophi death with shelli kagan"
"CSS 3D",9,"Udemy","2","css d"
"Crea tu Plan de Digital Self Branding y ¡haz que te busquen!",9,"Udemy","2","crea tu plan de digit self brand y haz que te busquen"
"Secrets and Habits of Innovative Leaders",9,"Udemy","2","secret and habit of innov leader"
"Inteligencia Financiera. El Secreto de los Nuevos Ricos",9,"Udemy","2","inteligencia financiera el secreto de los nuevo rico"
"Criminology Made Easy: A simple Introduction",9,"Udemy","2","criminolog made easi a simpl introduct"
"11 Tweaks to Turn Your Business Website Into a Money Machine",9,"Udemy","2","tweak to turn your busi websit into a money machin"
"Detox Your Life, Pt II",9,"Udemy","2","detox your life pt ii"
"Population Aging and the Demographic Transition",9,"Udemy","2","popul age and the demograph transit"
"Enterprise Gamification (Deutsch)",9,"Udemy","2","enterpris gamif deutsch"
"Learn how to become a great DJ and be the life of the party!",9,"Udemy","2","learn how to becom a great dj and be the life of the parti"
"Build Your Leadership Brand For Success - Module 2",9,"Udemy","2","build your leadership brand for success modul"
"French for Beginners : Level 1",9,"Udemy","2","french for beginn level"
"Introduction to Social Media Marketing",9,"Udemy","2","introduct to social media market"
"Introduction to Probability - The Science of Uncertainty",9,"edX","2","introduct to probabl the scienc of uncertainti"
"Valoración de Futbolistas con el Método AHP",9,"edX","2","valoración de futbolista con el método ahp"
"Social Media for Social Change",9,"Udemy","2","social media for social chang"
"WordPress Rockstar",9,"Udemy","2","wordpress rockstar"
"Learn the Tips & Tricks of the Pros for PowerPoint (10/13)",9,"Udemy","2","learn the tip trick of the pros for powerpoint"
"Build a Stunning Author Website with No Web Skills",9,"Udemy","2","build a stun author websit with no web skill"
"Crochet for Stress Relief with Patternless Projects",9,"Udemy","2","crochet for stress relief with patternless project"
"Developing An Internet Presence For Small Business Owners",9,"Udemy","2","develop an internet presenc for small busi owner"
"Become An Awesome Java Professional",9,"Udemy","2","becom an awesom java profession"
"Learn How to Code a Multilingual Website using PHP",9,"Udemy","2","learn how to code a multilingu websit use php"
"How to Make Money as an Effective Public Speaker",9,"Udemy","2","how to make money as an effect public speaker"
"The Big Business Appraiser",9,"Udemy","2","the big busi apprais"
"The Natural Selling System",9,"Udemy","2","the natur sell system"
"International Expansion: A Blueprint for Success",9,"Udemy","2","inter expans a blueprint for success"
"Bloggers Creed: The Fastest Way To Earn Income From Blogging",9,"Udemy","2","blogger creed the fastest way to earn incom from blog"
"Healthy Creative Lifestyle For Artists",9,"Udemy","2","healthi creativ lifestyl for artist"
"Selenium Webdriver with Java (Basics + Advance + Architect)",9,"Udemy","2","selenium webdriv with java basic advanc architect"
"How To Dream Big And Make It Happen",9,"Udemy","2","how to dream big and make it happen"
"Yoga for Sleep, Relaxation and Stress Relief",9,"Udemy","2","yoga for sleep relax and stress relief"
"Mudbox/3DS MAX Character Modeling",9,"Udemy","2","mudbox ds max charact model"
"Make Innovation Happen",9,"Udemy","2","make innov happen"
"Everything You Should Know About Credit",9,"Udemy","2","everyth you should know about credit"
"Learn to Build Apps for Facebook and Chrome Store",9,"Udemy","2","learn to build app for facebook and chrome store"
"Polinomlar",9,"Udemy","2","polinomlar"
"iOS 6 App Development Fundamentals LiveLessons Part I",9,"Udemy","2","io app develop fundament livelesson part i"
"How to Flip Luxury Watches for Fun and Profit",9,"Udemy","2","how to flip luxuri watch for fun and profit"
"Aumenta Tu Autoestima - Tu Mereces Lo Mejor",9,"Udemy","2","aumenta tu autoestima tu merec lo mejor"
"Solutions Mastery: An Algorithm for Emotional Life Fitness",9,"Udemy","2","solut masteri an algorithm for emot life fit"
"How to create a Project Plan using Microsoft Excel",9,"Udemy","2","how to creat a project plan use microsoft excel"
"Forests and Livelihoods in Developing Countries",9,"edX","2","forest and livelihood in develop countri"
"Learn to Sell on eBay",9,"Udemy","2","learn to sell on ebay"
"Display Advertising - Key Components for Campaign Success",9,"Udemy","2","display advertis key compon for campaign success"
"Adobe Photoshop Elements 11 Tutorial Video - Infinite Skills",9,"Udemy","2","adob photoshop element tutori video infinit skill"
"Build iPhone apps in 1 hour using Xcode",9,"Udemy","2","build iphon app in hour use xcode"
"How to Have a Difficult Conversation",9,"Udemy","2","how to have a difficult convers"
"Sub-navigation for Multilingual Content Management System",9,"Udemy","2","sub navig for multilingu content manag system"
"Learn To Draw",9,"Udemy","2","learn to draw"
"Amazon Kindle eBook",9,"Udemy","2","amazon kindl ebook"
"Use iPads and Twitter in the classroom to enrich learning",9,"Udemy","2","use ipad and twitter in the classroom to enrich learn"
"Quantitative Biology Workshop",9,"edX","2","quantit biolog workshop"
"Character Animation Workflow for Games and Feature Film",9,"Udemy","2","charact anim workflow for game and featur film"
"Gluten Free Made Easy!",9,"Udemy","2","gluten free made easi"
"Organizational Culture Change: Create Success with OCAI",9,"Udemy","2","organiz cultur chang creat success with ocai"
"Mobile Marketing for your WordPress Site",9,"Udemy","2","mobil market for your wordpress site"
"The Home-School Connection",9,"Udemy","2","the home school connect"
"Relationship University",9,"Udemy","2","relationship univers"
"Curso de guitarra acústica NV2 Escalas e improvisación",9,"Udemy","2","curso de guitarra acústica nv escala e improvisación"
"How and Why to Turn On Your Facebook Follow Button",9,"Udemy","2","how and whi to turn on your facebook follow button"
"The Success Fix: 10 Steps to Transforming Your Life",9,"Udemy","2","the success fix step to transform your life"
"Find your own home yoga practice",9,"Udemy","2","find your own home yoga practic"
"Básico de composición fotográfica",9,"Udemy","2","básico de composición fotográfica"
"30sec Subnetting Technique to Success at Cisco CCNA Exam",9,"Udemy","2","sec subnet techniqu to success at cisco ccna exam"
"Aprenda Teoría de Música",9,"Udemy","2","aprenda teoría de música"
"Aprende a solucionar conflictos y discrepencias",9,"Udemy","2","aprend a solucionar conflicto y discrepencia"
"Basics of ETF Investing",9,"Udemy","2","basic of etf invest"
"Learning How to Learn",9,"Udemy","2","learn how to learn"
"Negotiation for Entrepreneurs",9,"Udemy","2","negoti for entrepreneur"
"How to Identify, Buy, and Manage Single Family Real Estate",9,"Udemy","2","how to identifi buy and manag singl famili real estat"
"How to Draw Manga Faces and Hair",9,"Udemy","2","how to draw manga face and hair"
"Writing to Heal.  Change your life with your journal",9,"Udemy","2","write to heal chang your life with your journal"
"How to hear and sing """"in-tune"""" (Intro course)",9,"Udemy","2","how to hear and sing in tune intro cours"
"Mergers and Acquisitions DeMystified - How Deals are Done!",9,"Udemy","2","merger and acquisit demystifi how deal are done"
"Intro to the Design of Everyday Things",9,"Udacity","2","intro to the design of everyday thing"
"Circuit Analysis and Design : Part 1",9,"Udemy","2","circuit analysi and design part"
"Create a User Driven Forum That's Automated And Profitable",9,"Udemy","2","creat a user driven forum that s autom and profit"
"How To Do JQuery Image Cross Fades",9,"Udemy","2","how to do jqueri imag cross fade"
"How to Take Full Advantage of 2012",9,"Udemy","2","how to take full advantag of"
"No Effort Weight Loss - Top Tips of a Master Hypnotherapist",9,"Udemy","2","no effort weight loss top tip of a master hypnotherapist"
"Database Management System",9,"Udemy","2","databas manag system"
"English for Doing Business in Asia – Speaking",9,"edX","2","english for do busi in asia speak"
"Leadership: Be successful as a leader in leading others",9,"Udemy","2","leadership be success as a leader in lead other"
"R Programming LiveLessons",9,"Udemy","2","r program livelesson"
"Become a Career Day Trader: Asian-Pacific Futures Markets",9,"Udemy","2","becom a career day trader asian pacif futur market"
"Use Spreadsheets Confidently: Navigation, Functions and More",9,"Udemy","2","use spreadsheet confid navig function and more"
"A Doll Story - Mixed Media Art Doll Making with Danita",9,"Udemy","2","a doll stori mix media art doll make with danita"
"Edit Professional Looking Cooking Videos in an Hour or Less",9,"Udemy","2","edit profession look cook video in an hour or less"
"How to flip your classroom to motivate your students",9,"Udemy","2","how to flip your classroom to motiv your student"
"Introduction to Algebra",9,"edX","2","introduct to algebra"
"Financial Translation",9,"Udemy","2","financi translat"
"Become a Master of Sales Psychology",9,"Udemy","2","becom a master of sale psycholog"
"Introduction to Great Books",9,"Udemy","2","introduct to great book"
"Certified Web Application Security Tester",9,"Udemy","2","certifi web applic secur tester"
"How to Start Your Career as a Freelance Virtual Assistant",9,"Udemy","2","how to start your career as a freelanc virtual assist"
"Learn all about Microsoft Word 2010",9,"Udemy","2","learn all about microsoft word"
"3D Character Creation: Retopologizing For Animation - Zbrush",9,"Udemy","2","d charact creation retopolog for anim zbrush"
"Cake Decorating 101",9,"Udemy","2","cake decor"
"Beginner to expert in Linux Operating System - Part 1",9,"Udemy","2","beginn to expert in linux oper system part"
"Introduction to Geometry",9,"edX","2","introduct to geometri"
"Unpack My Box Program to Remove Fears and Beliefs",9,"Udemy","2","unpack my box program to remov fear and belief"
"Meditation, Creative Flow States and Mindfulness Training",9,"Udemy","2","medit creativ flow state and mind train"
"The Top 5 Marketing Mistakes Businesses Make",9,"Udemy","2","the top market mistak busi make"
"How to get more followers on Twitter",9,"Udemy","2","how to get more follow on twitter"
"SAS - Certified SAS Base Programmer",9,"Udemy","2","sas certifi sas base programm"
"Introduction to Psychology",9,"edX","2","introduct to psycholog"
"Yoga @ Home with Meta - Immersion for Beginners and Beyond",9,"Udemy","2","yoga home with meta immers for beginn and beyond"
"Basics of Accounting",9,"Udemy","2","basic of account"
"The iPad Toolkit for Teachers",9,"Udemy","2","the ipad toolkit for teacher"
"How to Build a Million Dollar Company from Scratch",9,"Udemy","2","how to build a million dollar compani from scratch"
"How to Build a Supply Chain Model in Microsoft Excel",9,"Udemy","2","how to build a suppli chain model in microsoft excel"
"Cardiac Blood Flow Made Simple!",9,"Udemy","2","cardiac blood flow made simpl"
"Live the Life of Your Dreams Now",9,"Udemy","2","live the life of your dream now"
"Jumpstart Your Business!",9,"Udemy","2","jumpstart your busi"
"Introducción profesional a PHP",9,"Udemy","2","introducción profesion a php"
"Social Media Marketing Jumpstart",9,"Udemy","2","social media market jumpstart"
"Master the tools of Strategy (Supply-side Analysis)",9,"Udemy","2","master the tool of strategi suppli side analysi"
"Learn How To Sell On Amazon",9,"Udemy","2","learn how to sell on amazon"
"Become a Dynamic and Engaging Presenter in Videos",9,"Udemy","2","becom a dynam and engag present in video"
"How to Be an Actor: Nail Auditions and Get Cast Fast!",9,"Udemy","2","how to be an actor nail audit and get cast fast"
"Successful Events: Event Planning, Marketing & Management",9,"Udemy","2","success event event plan market manag"
"Fiverr Success: How to be a successful seller on Fiverr",9,"Udemy","2","fiverr success how to be a success seller on fiverr"
"How to find out your ESL students' needs.",9,"Udemy","2","how to find out your esl student need"
"Sexual Harassment Prevention Training for Managers",9,"Udemy","2","ual harass prevent train for manag"
